"","model1_ASC_t","model1_DES_t","model2_ASC_t","model2_DES_t","model3_ASC_t","model3_DES_t","model4_ASC_t","model4_DES_t","model1_ASC_P","model1_DES_P","model2_ASC_P","model2_DES_P","model3_ASC_P","model3_DES_P","model4_ASC_P","model4_DES_P","model1_ASC_FDR","model1_DES_FDR","model2_ASC_FDR","model2_DES_FDR","model3_ASC_FDR","model3_DES_FDR","model4_ASC_FDR","model4_DES_FDR"
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Flavobacteriales",0.765483412643317,0.917247158781955,0.777944606940894,0.789848635215338,0.814576405285254,1.0283372609054,0.583100888156684,0.557819699445679,0.445014898043137,0.360282747225054,0.437670455961629,0.43071006921516,0.416488938395397,0.305305479991446,0.560662016104302,0.577767123471721,0.878882403567746,0.719903035081142,0.81053470726188,0.698921851691543,0.94877591409675,0.678745012918443,0.94213480324154,0.800751702537584
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Rikenellaceae--g__Alistipes",-0.490048275010531,0.923252532089888,-0.162928755293405,1.30328872748476,-0.400325087203728,0.881541807423285,0.146746903994018,1.41657220890931,0.624713535144245,0.357154115141358,0.870765796606811,0.194228278956496,0.689434922023824,0.379314792294961,0.883520061532902,0.158601827722127,0.917245860079151,0.718829168449063,0.971593788948509,0.49536688124211,0.94877591409675,0.693122066614431,0.974817410519866,0.550519353941168
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales",0.447076262196346,0.925610871391986,0.282058253299347,0.955689155652876,-0.0219409395688363,0.994225283778107,0.134815467222086,0.943032883257977,0.655372824224393,0.355930219726904,0.778237939238503,0.340578412765375,0.982521578450382,0.321577858327858,0.892930456775277,0.347122244095169,0.921405310748665,0.718829168449063,0.948574476450962,0.656387486420542,0.982521578450382,0.678745012918443,0.974817410519866,0.692104516817238
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae",0.447076262196346,0.925610871391986,0.282058253299347,0.955689155652876,-0.0219409395688363,0.994225283778107,0.134815467222086,0.943032883257977,0.655372824224393,0.355930219726904,0.778237939238503,0.340578412765375,0.982521578450382,0.321577858327858,0.892930456775277,0.347122244095169,0.921405310748665,0.718829168449063,0.948574476450962,0.656387486420542,0.982521578450382,0.678745012918443,0.974817410519866,0.692104516817238
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Marinifilaceae--g__Odoribacter--s__gut_metagenome",0.149339702158687,0.928414359770224,0.313574954086591,0.909193433355061,0.642995838202537,1.08152143474006,1.2305345621847,1.69561156682648,0.881457552274281,0.35447878234227,0.754223838194943,0.364527696974247,0.521119351528584,0.281052974150952,0.220337446731349,0.0919543494846944,0.993059764925698,0.718829168449063,0.948574476450962,0.656529386387363,0.94877591409675,0.663026878237942,0.837768464465458,0.454326589069098
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Bilophila--s__uncultured_delta_proteobacterium",0.181795600303713,0.939559445330654,0.263478288581989,1.02345358509095,0.136220196847334,0.964187296909728,0.335497129886348,0.97404054570609,0.855953539546167,0.34874604347943,0.792497336893684,0.30753910408084,0.891813266256713,0.336371607817248,0.737697997762806,0.331544352340051,0.993059764925698,0.718829168449063,0.948574476450962,0.618971108213337,0.981303178787663,0.678745012918443,0.967645755779071,0.692104516817238
"d__Bacteria--p__Firmicutes",0.578105286179609,0.94143578314562,1.22454824210304,1.40962395184261,0.173789285005108,0.521456517300896,0.173634454137742,0.6538600159906,0.563936201440798,0.347786779617879,0.222419990334036,0.160466862631237,0.862244097508797,0.602752261329904,0.86237642579245,0.514164681217048,0.914957714582519,0.718829168449063,0.624334955169326,0.481851724961237,0.972317812084388,0.811922256048908,0.974817410519866,0.750485280044082
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Subdoligranulum--__",0.308008053887987,0.998017767456852,0.467995056274868,1.06927242635186,-0.0891193243114184,0.603530817739709,-0.344622566501997,0.391389641667403,0.758442497859794,0.31965662681659,0.640380589502796,0.286453984352077,0.92909515999555,0.546989451988825,0.730839340033081,0.696043324003607,0.942180384632749,0.677672048851171,0.916503932531163,0.583925429640773,0.982120528283545,0.784475665170305,0.967645755779071,0.864616316535731
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Subdoligranulum",0.327405856423821,1.00829264562521,0.48440180121848,1.07713885683681,-0.0524844945254215,0.619468077924061,-0.289082722340322,0.41396905917839,0.743752260988112,0.314714085226013,0.628716994387445,0.282935463710352,0.958206137850637,0.536467689252367,0.772899440150579,0.679465359756064,0.942180384632749,0.673862702872084,0.916503932531163,0.583925429640773,0.982120528283545,0.784475665170305,0.967645755779071,0.859324428080888
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Anaerostipes",1.39004596342918,1.0215923154098,1.79941155894981,1.34286298250349,1.14327263248296,0.598238806848507,0.926105145146406,0.581761237808565,0.166280488373639,0.308392155322355,0.0737064799244562,0.181096076849365,0.254581472641222,0.550505892985317,0.355812729244125,0.561567247576716,0.558868494282357,0.667134050289177,0.510302265752177,0.492358125838216,0.900357450465493,0.784475665170305,0.917647270504764,0.792202131727337
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Anaerostipes--__",1.39004596342918,1.0215923154098,1.79941155894981,1.34286298250349,1.14327263248296,0.598238806848507,0.926105145146406,0.581761237808565,0.166280488373639,0.308392155322355,0.0737064799244562,0.181096076849365,0.254581472641222,0.550505892985317,0.355812729244125,0.561567247576716,0.558868494282357,0.667134050289177,0.510302265752177,0.492358125838216,0.900357450465493,0.784475665170305,0.917647270504764,0.792202131727337
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Corynebacteriales",-0.624490073673921,1.04846652699036,-0.476479151885539,0.935554024738507,-0.400154928679134,1.01017249763797,-0.321131776400013,1.18331266863031,0.533119100430082,0.295877857818653,0.63433779502713,0.350822167174893,0.689559993030969,0.313900726665069,0.748537618868117,0.238485376588377,0.903703808335602,0.652529342967401,0.916503932531163,0.656529386387363,0.94877591409675,0.678745012918443,0.967645755779071,0.609038399641483
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae--g__Lactobacillus",0.848702436538981,1.06312745187616,0.919744957929528,1.07475854149441,0.531451849653738,0.891938192951318,0.64906693884322,1.06237091583673,0.397206311457618,0.289197377417584,0.358994147126844,0.28399700706512,0.595820433959803,0.373732856773742,0.51724346679284,0.289709168179261,0.859262632949134,0.652232383111997,0.736517024427977,0.583925429640773,0.94877591409675,0.693122066614431,0.94213480324154,0.648785320288768
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-005",0.645123128893115,1.06731515247906,0.951790424727315,1.33843076787276,0.788549526041151,1.31719688612044,1.45335878986178,1.73621185877364,0.519692258229027,0.287308151006236,0.342538855235667,0.182532910345721,0.431506834016811,0.18961003440714,0.148120085132194,0.0845006660297196,0.903703808335602,0.652232383111997,0.728491274813583,0.492358125838216,0.94877591409675,0.663026878237942,0.759712694710285,0.426527171388108
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-005--__",0.645123128893115,1.08826124913748,0.951790424727315,1.35422399328925,0.788549526041151,1.32824336243267,1.45335878986178,1.74430448287113,0.519692258229027,0.277984848461237,0.342538855235667,0.177451772757676,0.431506834016811,0.185943184997469,0.148120085132194,0.0830756079937377,0.903703808335602,0.640573781236765,0.728491274813583,0.492358125838216,0.94877591409675,0.663026878237942,0.759712694710285,0.426097473258203
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Lactobacillales--f__Lactobacillaceae",0.867079613393774,1.09296011619573,0.931711924629644,1.09843215937511,0.523733149623783,0.883592262664814,0.613416750259701,1.00942888679147,0.387085733671374,0.275922191691213,0.352791372079534,0.273560019659093,0.601166897019674,0.378209801948795,0.540488488423013,0.314332113041577,0.859262632949134,0.640573781236765,0.728491274813583,0.583925429640773,0.94877591409675,0.693122066614431,0.94213480324154,0.677157784886589
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Slackia--__",-0.338591091325256,1.09374778230847,-0.204570456549196,1.08422196663642,-0.672939093791047,0.937567166880261,-1.14291216305869,0.459578350599185,0.735323693095478,0.275577463858582,0.838149610764212,0.279792686714159,0.501927432106647,0.349845559761203,0.25481490858305,0.646458714431208,0.942180384632749,0.640573781236765,0.969007959568816,0.583925429640773,0.94877591409675,0.690882331047478,0.837768464465458,0.85655779662135
"d__Bacteria--p__Cyanobacteria",0.417417644944198,1.1019393314871,0.488043736240573,1.14406019265265,0.413781438947537,1.03147396899894,0.704897779627863,1.10455715000516,0.676884601185918,0.272009941338824,0.62614042715408,0.254197625463691,0.679571511665665,0.303837349727761,0.481918255821603,0.271052273723646,0.938785162314578,0.640573781236765,0.916503932531163,0.565278635646529,0.94877591409675,0.678745012918443,0.94213480324154,0.631013447443087
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria",1.24089615898357,1.11684302640914,1.24215686489395,1.25755628114805,1.22256094686662,0.978871798607608,1.31891426660747,0.55494028651362,0.216305022461126,0.265601277169798,0.215869679344563,0.210266973385636,0.223239016488741,0.329085094552291,0.189118293276689,0.579730322130394,0.655095210882267,0.639857622272695,0.624334955169326,0.506555957781312,0.855301292089393,0.678745012918443,0.832589932494211,0.800751702537584
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminiclostridium_5--__",1.43351592838827,1.12287725309053,1.48134529943342,1.04460179022128,0.956411488768856,0.43400666929671,1.2791113917665,1.05346091282395,0.153494676373248,0.263036594588328,0.140344206479479,0.29768148760289,0.340263577716338,0.664854011165544,0.20274512749536,0.29375874152532,0.554673944166966,0.639857622272695,0.531303067386599,0.602947216928146,0.94877591409675,0.870055866463552,0.832589932494211,0.653253704930432
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Butyricicoccus--__",0.358664902045671,1.12760294087852,0.293160479779318,1.41156067090027,0.619909867838021,1.09455545636277,0.792323668475124,0.875935055921221,0.720278109140523,0.261040146442372,0.769752886841961,0.159896329398403,0.536172281590023,0.275316385756212,0.429367554354535,0.382412092594908,0.942180384632749,0.639857622272695,0.948574476450962,0.481851724961237,0.94877591409675,0.663026878237942,0.9224676382307,0.711862050898725
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Atopobiaceae",0.514072248730647,1.14812514954735,0.61361655170345,1.16906850933305,0.316040634089687,0.738540158915312,0.290304557706862,0.404443604136561,0.607850008331973,0.252492914032543,0.540279392318012,0.24400310865504,0.752371093492324,0.461241867576116,0.771966343803636,0.686440512431255,0.915335264728371,0.632226351672037,0.914145098599753,0.554235632516448,0.94877591409675,0.745072747796388,0.967645755779071,0.862798746850352
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Butyricicoccus",0.443803752155957,1.17055239749115,0.347158406983061,1.40021506170883,0.653732217253563,1.12519650475359,0.813582714203471,1.0002309513574,0.657732721823733,0.243379406625638,0.728896719490751,0.163260710656038,0.514194367650133,0.262149801796166,0.417116201482363,0.318747717074116,0.921405310748665,0.614243264340896,0.943128652896191,0.481851724961237,0.94877591409675,0.663026878237942,0.9224676382307,0.680280362614556
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_2",0.72883144490576,1.19090128029429,0.935050409360227,1.39892128917413,0.495796164888337,0.964200696761217,0.859411394699848,1.37979979031638,0.467079013216821,0.235314400417789,0.351073227034533,0.163647755647212,0.620697961854448,0.336364911357078,0.391423905720871,0.169622726295175,0.878882403567746,0.608373815714283,0.728491274813583,0.481851724961237,0.94877591409675,0.678745012918443,0.917647270504764,0.556082752184183
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_2--__",0.72883144490576,1.19090128029429,0.935050409360227,1.39892128917413,0.495796164888337,0.964200696761217,0.859411394699848,1.37979979031638,0.467079013216821,0.235314400417789,0.351073227034533,0.163647755647212,0.620697961854448,0.336364911357078,0.391423905720871,0.169622726295175,0.878882403567746,0.608373815714283,0.728491274813583,0.481851724961237,0.94877591409675,0.678745012918443,0.917647270504764,0.556082752184183
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Holdemania--s__uncultured_bacterium",-0.144372188991858,1.19662766444012,0.0848601790185594,1.49640502517837,-0.11833447148655,1.25499535055345,-0.107324176983611,1.32212074054883,0.885372704194188,0.233079618547791,0.932471243582352,0.136391540658389,0.905946581550677,0.211265862469317,0.914668829671848,0.188063238961648,0.993059764925698,0.608373815714283,0.98187369357347,0.456552736098608,0.982120528283545,0.663026878237942,0.974817410519866,0.565959207486402
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Peptostreptococcaceae--__",1.47390182588467,1.19691373104637,1.41786715426597,0.881928254406181,1.02660941218928,0.726024722562241,0.785011056825206,0.742359816626341,0.142304580474159,0.232968377555738,0.158038673968696,0.379053614768515,0.306107073290508,0.468858470583228,0.433630052109605,0.458985671902746,0.535344875328618,0.608373815714283,0.552267014527971,0.659715786546456,0.927489762121742,0.745072747796388,0.9224676382307,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Peptostreptococcaceae--__--__",1.47390182588467,1.19691373104637,1.41786715426597,0.881928254406181,1.02660941218928,0.726024722562241,0.785011056825206,0.742359816626341,0.142304580474159,0.232968377555738,0.158038673968696,0.379053614768515,0.306107073290508,0.468858470583228,0.433630052109605,0.458985671902746,0.535344875328618,0.608373815714283,0.552267014527971,0.659715786546456,0.927489762121742,0.745072747796388,0.9224676382307,0.739985227664106
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae",0.510673182997583,1.20584590383028,0.752161421208035,1.47425116283232,-0.182459474978138,0.573061341207582,0.0475556163407945,0.649696750646216,0.610223509818914,0.229514068084209,0.452982069848009,0.142252593014046,0.855446138651879,0.567388059714371,0.96213084481,0.516843636256773,0.915335264728371,0.608373815714283,0.825488856017732,0.458399149423033,0.968084954061556,0.784475665170305,0.977500347123259,0.750485280044082
"d__Bacteria--p__Cyanobacteria--c__Melainabacteria",0.414527434497372,1.22330781075341,0.482077256304393,1.34161877980164,0.383534683771431,1.18865117504857,0.652983732844072,1.19273391455407,0.678995557648908,0.222867575292545,0.630363935784911,0.181498564162066,0.701817085257909,0.236295303191477,0.514721825583573,0.234784590616578,0.938785162314578,0.608373815714283,0.916503932531163,0.492358125838216,0.94877591409675,0.663026878237942,0.94213480324154,0.609038399641483
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnoclostridium",0.940218278296349,1.25388995194887,1.26911285767901,1.50121228481315,1.31962843986594,1.47810898730812,1.26754180391372,1.45690597523908,0.348401589133613,0.211564007167785,0.206115480197303,0.135144903702041,0.188787176661346,0.141296580205843,0.206838379456109,0.147152235383329,0.814644892238888,0.585020471994398,0.618346440591909,0.456552736098608,0.804755791421785,0.547955030554368,0.832589932494211,0.51993789835443
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Lachnoclostridium--__",0.940218278296349,1.25388995194887,1.26911285767901,1.50121228481315,1.31962843986594,1.47810898730812,1.26754180391372,1.45690597523908,0.348401589133613,0.211564007167785,0.206115480197303,0.135144903702041,0.188787176661346,0.141296580205843,0.206838379456109,0.147152235383329,0.814644892238888,0.585020471994398,0.618346440591909,0.456552736098608,0.804755791421785,0.547955030554368,0.832589932494211,0.51993789835443
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae",1.63836168603753,1.25866961650662,2.26907287098137,1.76845658434051,1.426138341781,1.26141189149028,1.27190359562711,1.30447678042007,0.103142951181563,0.20983583219108,0.024506217329401,0.0787676113524007,0.155717678243323,0.208951766978031,0.205288147849651,0.193992306968609,0.517744850821231,0.585020471994398,0.316768267434684,0.341373242045325,0.761818795098104,0.663026878237942,0.832589932494211,0.565959207486402
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Prevotella_7--__",0.871262436702976,1.28748434287056,0.868430004732697,1.29955667190586,1.02988539131337,1.33550782291569,0.873482050126005,1.1203642275745,0.384804545595898,0.199635371427465,0.386369080337063,0.195502193091766,0.304571111416639,0.183560764387525,0.383734448066977,0.264280434432512,0.859262632949134,0.577127710126671,0.76784966955755,0.49536688124211,0.927489762121742,0.663026878237942,0.917647270504764,0.627172971265215
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Faecalitalea",1.42512946393295,1.2917637092168,1.20831358097971,0.977730454486629,0.770912470644547,0.592405157907872,0.872875146996143,0.588662006603371,0.155900840179036,0.198152167068817,0.228585299339493,0.329588842737066,0.441861322859072,0.554395210779481,0.38406417520345,0.556939397010553,0.557038957044197,0.577127710126671,0.626639010258265,0.649096654598709,0.94877591409675,0.784475665170305,0.917647270504764,0.792202131727337
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Prevotella_7",0.81398220611133,1.31372492352589,0.810927538667707,1.31194071068775,0.950897280813393,1.34161963799124,0.80671618183511,1.12289646865309,0.416761336921729,0.1906682896051,0.418527957721445,0.191298635867145,0.343047312126284,0.181574097394831,0.421050379468337,0.26320664885027,0.859973054413077,0.561412186059462,0.792213634258449,0.49536688124211,0.94877591409675,0.663026878237942,0.9224676382307,0.627172971265215
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae--g__Akkermansia--s__uncultured_bacterium",1.00557223796166,1.32009493185261,0.934696018838839,1.22768763820426,0.394529959563605,0.800707576032596,0.516372033479802,1.02877551578724,0.316009761557039,0.188537309485906,0.351255359263169,0.221251549336062,0.693699293836604,0.424459398133992,0.606321134307987,0.305177630458038,0.814644892238888,0.560325835668394,0.728491274813583,0.52605293816425,0.94877591409675,0.721807960463152,0.94213480324154,0.669286113694181
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XIII--g__Family_XIII_AD3011_group--__",-0.314198089567709,1.3244362868747,-0.369238613324486,1.30815587959778,-0.461953465720905,1.55696897867956,-0.423686632587573,1.8059095473273,0.753744840964364,0.187095167323983,0.712404034213826,0.192576154327773,0.644723195147278,0.121405514626039,0.672374251707264,0.072860329499609,0.942180384632749,0.560325835668394,0.943128652896191,0.49536688124211,0.94877591409675,0.482586920638507,0.94213480324154,0.406483943524134
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Paraprevotella--__",0.92055495085504,1.32776288277429,0.986041848286496,1.37335168373856,0.520580251304265,1.00117410446984,0.241270086412838,0.610833942656918,0.358550065835663,0.185995687398267,0.325497614319777,0.171441017622811,0.603357065582394,0.31821755033927,0.809660606328929,0.542198480600866,0.820280006731947,0.560325835668394,0.728491274813583,0.492358125838216,0.94877591409675,0.678745012918443,0.974817410519866,0.780176999235635
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Phascolarctobacterium",0.813155401745026,1.34670995747692,0.947162253836235,1.55014654931011,0.71793894087186,1.25657214549518,0.982399891325209,1.18437700129377,0.417233884205732,0.179825164729771,0.344884892204588,0.12295512327474,0.473810215170801,0.210695472995057,0.327414351684217,0.238065222222644,0.859973054413077,0.549850022923722,0.728491274813583,0.444315104560994,0.94877591409675,0.663026878237942,0.903272733944688,0.609038399641483
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Prevotellaceae--g__Paraprevotella",1.315894931077,1.34827326868644,1.40216705493551,1.41077314515437,0.874118292246117,0.982049357905731,0.532173357404977,0.541259485640248,0.189930473275757,0.179322973905209,0.162667546403694,0.160128137688843,0.383324324549464,0.327522063159437,0.595358231051449,0.589100854128871,0.610079702037279,0.549850022923722,0.562263910395376,0.481851724961237,0.94877591409675,0.678745012918443,0.94213480324154,0.800751702537584
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Erysipelatoclostridium",0.998960652180742,1.37036686967788,0.763808915634316,1.1635751149746,0.679112359165415,1.07694516114691,1.02821158045687,1.34925065158081,0.319193031020678,0.172337791417625,0.446027600930502,0.246217260639399,0.498018172118464,0.283086389872449,0.305431800726612,0.179211484880715,0.814644892238888,0.542608095750543,0.819865763560113,0.555298502718644,0.94877591409675,0.663026878237942,0.903272733944688,0.563991477765844
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Peptostreptococcaceae",1.56259955831843,1.37412506470223,1.4385819448387,0.99047929733714,1.29626072991168,0.895276326579503,1.16498665645666,0.94086498610023,0.119953362978335,0.171170299350508,0.152086153734093,0.323339363503699,0.196695786355737,0.37195151067455,0.245791418058189,0.348228687706786,0.517744850821231,0.542608095750543,0.552267014527971,0.642636984963601,0.812328052741874,0.693122066614431,0.837768464465458,0.692104516817238
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae",1.22303665654724,1.38043967172296,1.32931086817667,1.59095302730071,1.44702473263528,1.56177032930259,1.98337240416154,2.01872562714226,0.222960274825714,0.169222117032723,0.185505910353788,0.113467148009951,0.149787155680761,0.12026972024,0.0490697925734893,0.0452288155736318,0.662629601818477,0.542608095750543,0.595218021084561,0.419564570548423,0.749922261816441,0.482586920638507,0.536604665485781,0.326880985282157
"d__Bacteria--p__Proteobacteria--c__Deltaproteobacteria--o__Desulfovibrionales--f__Desulfovibrionaceae--g__Desulfovibrio",1.19960983914025,1.38247869660924,1.21330809195282,1.50128752728644,0.755076429268303,1.22111550347812,0.962015822693285,1.31320545513203,0.231912518745222,0.168596633446686,0.226675637118962,0.135125462367584,0.451279566982739,0.223794886885558,0.337520974374337,0.191042034688408,0.676588816155784,0.542608095750543,0.626639010258265,0.456552736098608,0.94877591409675,0.663026878237942,0.903272733944688,0.565959207486402
"d__Bacteria--p__Firmicutes--c__Erysipelotrichia--o__Erysipelotrichales--f__Erysipelotrichaceae--g__Erysipelatoclostridium--__",0.98560482969699,1.39469763701716,0.736836068294122,1.1805423168092,0.62959108085293,1.07588550959512,0.95473167786094,1.33916856579231,0.325687782868842,0.164885012319602,0.462225907200599,0.239424100658545,0.529832965706537,0.283558664906793,0.341181100482378,0.182463757610443,0.814644892238888,0.542608095750543,0.835158173237447,0.551716405865343,0.94877591409675,0.663026878237942,0.904129916278302,0.563991477765844
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Family_XI",0.618413316599815,1.53035925973302,0.439760376564516,1.2575520221643,0.229357879172202,1.17848680303737,0.44970772826458,1.06796447625353,0.537106980425876,0.127743824808997,0.660662724168947,0.210268510777149,0.818874829582067,0.240309666188437,0.653541457743617,0.28718638970989,0.903703808335602,0.436801465475925,0.929605072060731,0.506555957781312,0.960893711465304,0.663026878237942,0.94213480324154,0.648785320288768
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae",1.56144823935046,1.54692400378105,1.47336055562244,1.51318538448684,1.65949742303896,1.93470325056352,1.37928975180427,1.9808863681716,0.120224598526232,0.123698433240686,0.142481555427892,0.132078601648202,0.0989150719924259,0.0547476473782365,0.169767010371934,0.0493620495012933,0.517744850821231,0.432264854621297,0.533048642659642,0.456552736098608,0.654128269696307,0.362703163880816,0.806232106983391,0.34882514980914
"d__Bacteria--p__Proteobacteria--c__Gammaproteobacteria--o__Betaproteobacteriales--f__Burkholderiaceae--g__Thiomonas--s__Thiomonas_sp._FB-Cd",1.26812140186843,1.58262546759758,1.42432152519833,1.913855622716,1.3613668990004,1.86336510802078,2.0004161618035,2.44062190152215,0.206439092713829,0.115322795376295,0.156165179443956,0.0573088456784819,0.175253930735348,0.0641989736432262,0.0471793938087827,0.0157813035805368,0.642194579199035,0.412052235164738,0.552267014527971,0.283308048069396,0.804755791421785,0.375068755977474,0.536604665485781,0.210065255489436
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Eubacterium_coprostanoligenes_group--__",2.06127207615747,1.63200285312059,2.1474713158553,1.75683605659938,1.12424278319529,1.18677693887464,1.29897449711631,1.6246075515113,0.0407560311749633,0.104487364238882,0.0331558742266635,0.0807355986831104,0.262542944828543,0.237031901176435,0.195857151704163,0.106264950656447,0.369216185106357,0.384836078045007,0.335535300313883,0.341373242045325,0.907485396255182,0.663026878237942,0.832589932494211,0.496944916305147
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Bacteroidaceae--g__Bacteroides--s__Bacteroides_massiliensis_B84634_=_Timone_84634_=_DSM_17679_=_JCM_13223",1.66609079522643,1.6717086252201,1.72334797071125,1.74523695396637,2.02985587019723,2.1900222249728,1.97818052246539,2.1406168153375,0.0974842799754091,0.0963791771664449,0.0866226678091709,0.0827399446510272,0.0439775958058987,0.0299345570871855,0.0496582490852191,0.0338588956184261,0.517744850821231,0.369259979987102,0.510302265752177,0.341373242045325,0.42378410503866,0.236315880798362,0.536604665485781,0.307632251618843
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae--g__Barnesiella--__",1.57023465863648,1.69596670247197,1.65625733764957,1.87597114560004,1.81329527019417,1.88346543846801,2.31033171361586,2.30772003812091,0.118166846306402,0.0916806175420233,0.0994928945806132,0.0623634068077286,0.0716035455084213,0.0614075665740106,0.0221716856894751,0.0223288616825811,0.517744850821231,0.355541907053212,0.510302265752177,0.283308048069396,0.555364084675072,0.375068755977474,0.39522695299267,0.236685933835359
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Barnesiellaceae--g__Barnesiella",1.57023465863648,1.70222455634092,1.65625733764957,1.88175710456489,1.81329527019417,1.88840302899155,2.31033171361586,2.31194419568725,0.118166846306402,0.0904991405489586,0.0994928945806132,0.0615681782896554,0.0716035455084213,0.0607376001283192,0.0221716856894751,0.022088700194827,0.517744850821231,0.355292922155171,0.510302265752177,0.283308048069396,0.555364084675072,0.375068755977474,0.39522695299267,0.236685933835359
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Slackia",0.944708977460365,1.78820305843123,1.0989518934905,1.90281075210598,1.053529572979,1.88048256299542,0.523524108719951,1.34446565244975,0.346109963495698,0.0754833193742369,0.273324922944324,0.0587456765410553,0.293638672437465,0.0618152878043167,0.60134775116318,0.180749559915607,0.814644892238888,0.320049274146765,0.692804565910114,0.283308048069396,0.927489762121742,0.375068755977474,0.94213480324154,0.563991477765844
